PassengerId,CryoSleep,Cabin,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Cabin_num,GroupId,people_in_group,Last_name,family_members,people_in_cabin,total_value_spent,spent_any,Alone,Private_cabin,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_NULL,Destination_NULL,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Cabin_deck_B,Cabin_deck_C,Cabin_deck_D,Cabin_deck_E,Cabin_deck_F,Cabin_deck_G,Cabin_deck_NULL,Cabin_deck_T,Cabin_side_P,Cabin_side_S
0609_01,0,F/128/P,33.0,0,149.0,0.0,,0.0,109.0,Guteda Sacle,0,128,0609,1,Sacle,1.0,7.0,149.0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0610_01,0,F/129/P,24.0,0,0.0,,229.0,502.0,5.0,Erie Potters,0,129,0610,1,Potters,9.0,13.0,731.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0611_01,1,G/90/S,31.0,0,0.0,0.0,0.0,0.0,0.0,Paulas Klinson,1,90,0611,1,Klinson,3.0,11.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0612_01,1,B/25/P,27.0,1,0.0,0.0,0.0,0.0,0.0,Achyon Ranaly,1,25,0612,1,Ranaly,2.0,15.0,0.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0614_01,0,G/91/S,34.0,0,0.0,0.0,0.0,,0.0,Feline Carterson,1,91,0614,1,Carterson,5.0,18.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0615_01,1,G/92/S,58.0,0,0.0,0.0,0.0,0.0,0.0,Blancy Pollarkeeks,0,92,0615,3,Pollarkeeks,9.0,13.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0615_02,0,G/92/S,7.0,0,0.0,0.0,0.0,0.0,0.0,Elina Hodes,1,92,0615,3,Hodes,7.0,13.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0615_03,1,G/92/S,3.0,0,0.0,0.0,0.0,0.0,0.0,Stance Hodes,1,92,0615,3,Hodes,7.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0618_01,0,G/95/P,21.0,0,0.0,0.0,908.0,49.0,0.0,Philda Yorkland,1,95,0618,2,Yorkland,11.0,17.0,957.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0618_02,0,F/131/P,21.0,0,1.0,368.0,0.0,0.0,388.0,Troyce Yorkland,0,131,0618,2,Yorkland,11.0,9.0,369.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0619_01,1,C/24/S,39.0,1,0.0,0.0,0.0,0.0,0.0,Scellus Holatirint,1,24,0619,2,Holatirint,5.0,16.0,0.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0619_02,1,C/24/S,43.0,0,0.0,0.0,0.0,0.0,0.0,Ankabit Holatirint,1,24,0619,2,Holatirint,5.0,16.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0623_01,1,G/93/S,22.0,0,0.0,0.0,0.0,0.0,0.0,Ellene Gaington,1,93,0623,1,Gaington,5.0,9.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0628_01,0,F/133/P,44.0,0,103.0,0.0,18.0,1197.0,1.0,Joela Gainebergan,1,133,0628,1,Gainebergan,10.0,16.0,1318.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0629_01,0,G/96/P,38.0,0,0.0,0.0,0.0,1018.0,0.0,Rickie Portananney,0,96,0629,1,Portananney,5.0,16.0,1018.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0630_01,1,F/112/S,32.0,0,0.0,0.0,0.0,0.0,0.0,Cord Anpie,1,112,0630,1,Anpie,6.0,9.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0631_01,1,F/113/S,55.0,0,0.0,0.0,0.0,0.0,0.0,Croos She,1,113,0631,1,She,1.0,10.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0633_01,0,D/25/P,31.0,1,629.0,0.0,0.0,150.0,0.0,Cakes Gread,0,25,0633,1,Gread,5.0,15.0,779.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0634_01,0,F/135/P,39.0,0,0.0,1496.0,0.0,140.0,383.0,Patoya Wolfaddox,0,135,0634,1,Wolfaddox,8.0,10.0,1636.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0635_01,0,G/94/S,35.0,0,0.0,1778.0,0.0,0.0,0.0,Ronna Powery,1,94,0635,2,Powery,10.0,14.0,1778.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0635_02,0,E/43/S,37.0,0,614.0,0.0,50.0,11.0,319.0,Millia Powery,0,43,0635,2,Powery,10.0,15.0,675.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0636_01,0,F/136/P,13.0,0,0.0,7.0,0.0,339.0,359.0,Craine Santantines,0,136,0636,2,Santantines,6.0,11.0,346.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0636_02,0,F/136/P,21.0,0,0.0,0.0,7.0,675.0,0.0,Loresa Santantines,0,136,0636,2,Santantines,6.0,11.0,682.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0637_01,0,E/44/S,20.0,0,0.0,0.0,0.0,0.0,0.0,Cowl Pamca,0,44,0637,1,Pamca,3.0,17.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0638_01,1,B/28/P,20.0,0,0.0,0.0,0.0,0.0,0.0,Eleonon Geoconne,1,28,0638,1,Geoconne,3.0,11.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0639_01,0,F/137/P,63.0,0,0.0,123.0,956.0,25.0,,Dory Wooterston,1,137,0639,1,Wooterston,4.0,17.0,1104.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0641_01,0,F/114/S,36.0,0,2.0,0.0,0.0,1958.0,19.0,Krisa Yanton,0,114,0641,1,Yanton,7.0,8.0,1960.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0642_01,0,C/25/S,29.0,0,0.0,3344.0,0.0,118.0,972.0,Dilatik Kiling,1,25,0642,5,Kiling,11.0,15.0,3462.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0642_02,0,C/25/S,36.0,0,0.0,4967.0,82.0,1517.0,575.0,Aviton Kiling,1,25,0642,5,Kiling,11.0,15.0,6566.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0642_03,0,C/25/S,79.0,0,0.0,0.0,0.0,2210.0,2.0,Chabik Kiling,0,25,0642,5,Kiling,11.0,15.0,2210.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0642_04,1,C/25/S,30.0,0,0.0,0.0,0.0,0.0,0.0,Tachir Kiling,1,25,0642,5,Kiling,11.0,15.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0642_05,1,C/25/S,30.0,0,0.0,0.0,0.0,0.0,0.0,Duhrk Kiling,1,25,0642,5,Kiling,11.0,15.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0643_01,0,F/138/P,19.0,0,1019.0,266.0,141.0,0.0,0.0,Tran Watie,1,138,0643,1,Watie,2.0,5.0,1426.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0644_01,1,E/38/P,33.0,0,0.0,0.0,0.0,0.0,0.0,Hadlam Prucerod,1,38,0644,1,Prucerod,1.0,14.0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0645_01,0,G/98/P,20.0,0,1724.0,0.0,0.0,1.0,0.0,Troyra Grahangory,0,98,0645,1,Grahangory,5.0,11.0,1725.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0646_01,1,C/26/S,38.0,0,0.0,0.0,0.0,0.0,0.0,Errim Trattle,1,26,0646,1,Trattle,4.0,10.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0647_01,1,F/115/S,7.0,0,0.0,0.0,0.0,0.0,0.0,Lidex Deeke,1,115,0647,3,Deeke,5.0,12.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0647_02,1,F/115/S,58.0,0,0.0,0.0,0.0,0.0,0.0,Anack Deeke,1,115,0647,3,Deeke,5.0,12.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0647_03,0,F/115/S,33.0,0,105.0,0.0,1087.0,0.0,0.0,Oareel Deeke,0,115,0647,3,Deeke,5.0,12.0,1192.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0650_01,1,G/95/S,3.0,0,0.0,0.0,0.0,0.0,0.0,Eulah Hammonton,1,95,0650,1,Hammonton,7.0,17.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0653_01,1,E/45/S,39.0,0,0.0,0.0,0.0,0.0,0.0,Rionk Paska,1,45,0653,1,Paska,4.0,9.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0655_01,0,E/39/P,37.0,0,237.0,2.0,708.0,0.0,0.0,Phios Cure,1,39,0655,1,Cure,4.0,10.0,947.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0656_01,0,G/101/P,32.0,0,0.0,0.0,0.0,768.0,3.0,Nicey Gordond,0,101,0656,1,Gordond,6.0,12.0,768.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0657_01,0,F/117/S,28.0,0,0.0,863.0,0.0,17.0,0.0,,1,117,0657,2,,,14.0,880.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0657_02,0,G/97/S,38.0,0,0.0,8.0,736.0,140.0,0.0,Glenna Cardner,0,97,0657,2,Cardner,10.0,21.0,884.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0658_01,0,F/118/S,21.0,0,0.0,576.0,1.0,20.0,,Ernice Jarvey,0,118,0658,1,Jarvey,6.0,18.0,597.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0659_01,1,G/98/S,18.0,0,0.0,0.0,0.0,0.0,0.0,Stal Andackson,1,98,0659,1,Andackson,3.0,11.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0660_01,1,G/99/S,15.0,0,0.0,0.0,0.0,0.0,0.0,Leonyl Saley,0,99,0660,1,Saley,6.0,13.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0661_01,0,C/23/P,44.0,0,0.0,2506.0,0.0,1360.0,722.0,Misadr Ticagent,0,23,0661,1,Ticagent,2.0,16.0,3866.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0663_01,0,F/140/P,44.0,0,86.0,525.0,16.0,49.0,39.0,Jeroy Buckentry,1,140,0663,1,Buckentry,11.0,14.0,676.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0664_01,0,E/46/S,36.0,0,0.0,0.0,0.0,4507.0,5689.0,Jabba Cylistrand,0,46,0664,1,Cylistrand,2.0,14.0,4507.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0665_01,0,F/141/P,28.0,0,,0.0,7104.0,0.0,0.0,Cineys Winie,1,141,0665,2,Winie,6.0,10.0,7104.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0665_02,0,F/141/P,15.0,0,1264.0,0.0,2.0,23.0,0.0,Lix Winie,0,141,0665,2,Winie,6.0,10.0,1289.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0668_01,0,F/142/P,45.0,0,0.0,25.0,87.0,989.0,482.0,Rician Torrez,0,142,0668,1,Torrez,11.0,14.0,1101.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0669_01,0,F/143/P,26.0,0,0.0,530.0,2.0,9.0,403.0,Elanie Hardson,0,143,0669,1,Hardson,2.0,10.0,541.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0671_01,1,G/102/P,46.0,0,0.0,0.0,0.0,0.0,0.0,Veroy Santry,1,102,0671,1,Santry,10.0,13.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0672_01,0,G/103/P,25.0,0,1.0,0.0,38.0,7.0,740.0,Josey Carreralend,0,103,0672,1,Carreralend,6.0,18.0,46.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0674_01,1,G/101/S,46.0,0,0.0,0.0,0.0,0.0,0.0,Grette Dillips,0,101,0674,1,Dillips,6.0,12.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0677_01,1,G/102/S,15.0,0,0.0,0.0,0.0,0.0,0.0,Lorian Josey,0,102,0677,1,Josey,10.0,13.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0678_01,1,G/103/S,37.0,0,0.0,0.0,0.0,0.0,0.0,Bettie Moodman,0,103,0678,1,Moodman,13.0,18.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0679_01,0,G/104/S,20.0,1,,215.0,0.0,541.0,0.0,Vana Nichoan,0,104,0679,1,Nichoan,8.0,9.0,756.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0680_01,1,G/105/P,45.0,0,0.0,0.0,0.0,0.0,0.0,Garyan Garnes,0,105,0680,3,Garnes,14.0,13.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0680_02,1,G/105/P,7.0,0,0.0,0.0,0.0,0.0,0.0,Annard Garnes,0,105,0680,3,Garnes,14.0,13.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0680_03,1,G/105/P,5.0,1,0.0,0.0,0.0,0.0,0.0,Joandy Camerrison,0,105,0680,3,Camerrison,5.0,13.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0682_01,1,F/121/S,38.0,0,0.0,0.0,0.0,0.0,0.0,Grany Cla,1,121,0682,1,Cla,6.0,14.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0683_01,0,F/144/P,30.0,0,269.0,96.0,252.0,0.0,0.0,Wheals Parté,0,144,0683,1,Parté,3.0,18.0,617.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0684_01,0,F/145/P,,0,0.0,0.0,0.0,0.0,0.0,Sug Conie,1,145,0684,3,Conie,7.0,14.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0684_02,0,F/145/P,0.0,0,0.0,0.0,0.0,0.0,0.0,Trohs Conie,1,145,0684,3,Conie,7.0,14.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0684_03,1,F/145/P,20.0,0,0.0,0.0,0.0,0.0,0.0,Jack Conie,1,145,0684,3,Conie,7.0,14.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0685_01,0,E/41/P,41.0,0,1.0,922.0,4.0,55.0,15.0,Arl Lerez,0,41,0685,1,Lerez,6.0,11.0,982.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0686_01,1,F/146/P,18.0,0,0.0,0.0,0.0,0.0,0.0,Permit Bert,1,146,0686,2,Bert,4.0,11.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0686_02,0,D/30/P,29.0,1,3887.0,0.0,,12.0,0.0,Cheat Bert,0,30,0686,2,Bert,4.0,10.0,3899.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0687_01,0,D/23/S,19.0,0,3097.0,0.0,9.0,0.0,213.0,Lix Concy,0,23,0687,1,Concy,4.0,16.0,3106.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0688_01,0,E/48/S,34.0,0,1973.0,0.0,97.0,41.0,3.0,Goos Erpie,0,48,0688,1,Erpie,3.0,12.0,2111.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0689_01,1,B/25/S,36.0,0,0.0,0.0,0.0,0.0,0.0,Chard Motive,1,25,0689,1,Motive,2.0,15.0,0.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0690_01,1,F/122/S,54.0,0,0.0,0.0,0.0,0.0,0.0,Yapich Start,1,122,0690,1,Start,5.0,12.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0691_01,0,E/49/S,19.0,0,164.0,0.0,783.0,0.0,0.0,Bubbix Potte,0,49,0691,3,Potte,7.0,11.0,947.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0691_02,0,F/123/S,21.0,0,505.0,0.0,1952.0,0.0,0.0,Fis Potte,0,123,0691,3,Potte,7.0,19.0,2457.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0691_03,1,E/49/S,23.0,0,0.0,0.0,0.0,0.0,0.0,Moss Potte,1,49,0691,3,Potte,7.0,11.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0693_01,1,,35.0,0,0.0,0.0,0.0,,0.0,Mothab Dedometeel,1,,0693,2,Dedometeel,8.0,,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0693_02,0,C/27/S,34.0,0,0.0,3488.0,0.0,4343.0,38.0,Tetraix Dedometeel,0,27,0693,2,Dedometeel,8.0,17.0,7831.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0696_01,0,G/107/S,22.0,0,0.0,581.0,226.0,74.0,0.0,Stany Haydenzier,1,107,0696,1,Haydenzier,10.0,14.0,881.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0697_01,0,F/147/P,24.0,0,21.0,0.0,689.0,12.0,0.0,Dixiel Buchansen,1,147,0697,1,Buchansen,5.0,9.0,722.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0699_01,1,F/126/S,18.0,0,0.0,0.0,0.0,0.0,0.0,Roswal Sha,1,126,0699,2,Sha,1.0,10.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0699_02,0,D/24/S,24.0,0,2698.0,0.0,301.0,8.0,5.0,Flyros Rhuba,0,24,0699,2,Rhuba,5.0,16.0,3007.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0701_01,1,D/25/S,33.0,0,0.0,0.0,0.0,0.0,0.0,Menkibi Voliat,1,25,0701,1,Voliat,5.0,15.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0702_01,0,F/127/S,24.0,0,121.0,237.0,4.0,387.0,54.0,Briane Sellahaney,0,127,0702,1,Sellahaney,7.0,13.0,749.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0703_01,1,G/108/S,18.0,0,0.0,0.0,0.0,0.0,0.0,Brank Estein,1,108,0703,1,Estein,1.0,6.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0704_01,1,G/107/P,19.0,0,0.0,0.0,0.0,0.0,0.0,Adanne Wartyson,1,107,0704,1,Wartyson,10.0,14.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0705_01,0,F/149/P,43.0,0,0.0,0.0,722.0,0.0,0.0,Denny Mccarveymon,1,149,0705,1,Mccarveymon,7.0,12.0,722.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0707_01,1,G/109/S,44.0,0,0.0,0.0,,0.0,0.0,Jorgie Haydenzier,1,109,0707,1,Haydenzier,10.0,19.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0709_01,0,A/7/S,25.0,0,0.0,4949.0,0.0,452.0,15.0,Astorux Missefle,1,7,0709,3,Missefle,3.0,9.0,5401.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0709_02,1,A/7/S,25.0,1,0.0,,0.0,0.0,0.0,Thaban Missefle,1,7,0709,3,Missefle,3.0,9.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0709_03,1,,23.0,0,0.0,0.0,,0.0,0.0,Props Missefle,1,,0709,3,Missefle,3.0,,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0710_01,0,E/42/P,23.0,0,1695.0,0.0,0.0,31.0,349.0,Nute Coflé,0,42,0710,1,Coflé,4.0,17.0,1726.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0712_01,1,F/150/P,20.0,0,457.0,0.0,170.0,1132.0,0.0,Pik Apeau,0,150,0712,2,Apeau,4.0,18.0,1759.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0712_02,1,F/150/P,2.0,0,0.0,0.0,0.0,0.0,0.0,Crans Apeau,1,150,0712,2,Apeau,4.0,18.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0713_01,0,E/50/S,26.0,0,1577.0,2.0,0.0,30.0,0.0,Vivia Stantiagord,0,50,0713,1,Stantiagord,4.0,17.0,1609.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0714_01,1,G/109/P,38.0,0,0.0,0.0,0.0,0.0,0.0,Erie Rilley,1,109,0714,7,Rilley,10.0,19.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0714_02,0,G/109/P,1.0,0,0.0,0.0,0.0,0.0,0.0,Claine Rilley,0,109,0714,7,Rilley,10.0,19.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0714_03,0,G/109/P,12.0,0,0.0,0.0,,0.0,0.0,Sony Rilley,1,109,0714,7,Rilley,10.0,19.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0714_04,1,G/109/P,2.0,0,0.0,0.0,0.0,0.0,0.0,Charry Rilley,0,109,0714,7,Rilley,10.0,19.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0714_05,1,G/109/P,25.0,0,0.0,0.0,0.0,0.0,0.0,Jeanny Rilley,0,109,0714,7,Rilley,10.0,19.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0714_06,1,G/109/P,1.0,0,0.0,0.0,0.0,0.0,0.0,Man Rilley,1,109,0714,7,Rilley,10.0,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0714_07,1,G/109/P,0.0,0,0.0,0.0,0.0,0.0,0.0,Brene Rilley,1,109,0714,7,Rilley,10.0,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0715_01,1,,54.0,0,0.0,0.0,0.0,0.0,0.0,Izarfik Unconary,1,,0715,1,Unconary,2.0,,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0718_01,0,E/43/P,21.0,0,521.0,0.0,4.0,261.0,1.0,Alendy Mondsey,0,43,0718,1,Mondsey,4.0,15.0,786.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0719_01,0,E/44/P,19.0,0,0.0,0.0,0.0,0.0,0.0,Naros Reate,0,44,0719,1,Reate,2.0,17.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0724_01,0,F/132/S,24.0,0,0.0,23.0,0.0,184.0,2566.0,Mela Bensley,0,132,0724,1,Bensley,1.0,9.0,207.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0726_01,1,G/111/P,20.0,0,0.0,0.0,0.0,0.0,0.0,Verly Fitzgerson,0,111,0726,1,Fitzgerson,6.0,9.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0727_01,0,F/133/S,23.0,0,139.0,0.0,1.0,152.0,354.0,Branda Potthews,1,133,0727,1,Potthews,3.0,16.0,292.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0728_01,0,F/134/S,29.0,0,0.0,0.0,2.0,786.0,594.0,Johna Currisones,1,134,0728,1,Currisones,7.0,11.0,788.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0729_01,0,E/53/S,14.0,0,7.0,781.0,0.0,0.0,0.0,Briam Lewinton,1,53,0729,1,Lewinton,2.0,17.0,788.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0732_01,0,,19.0,0,0.0,714.0,2.0,0.0,0.0,Jilla Bairdford,0,,0732,1,Bairdford,4.0,,716.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0733_01,0,F/153/P,23.0,0,0.0,38.0,88.0,4.0,561.0,Lulah Hamberterry,0,153,0733,1,Hamberterry,5.0,7.0,130.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0734_01,0,F/154/P,62.0,0,712.0,2.0,322.0,0.0,517.0,Elinda Ewiseston,0,154,0734,1,Ewiseston,9.0,9.0,1036.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0736_01,0,F/156/P,23.0,0,0.0,0.0,484.0,188.0,0.0,Lerion Mcbritts,0,156,0736,1,Mcbritts,3.0,13.0,672.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0737_01,0,C/28/S,65.0,0,0.0,835.0,0.0,38.0,,Charmus Inghtal,0,28,0737,1,Inghtal,7.0,11.0,873.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0738_01,1,F/157/P,47.0,0,0.0,0.0,0.0,0.0,0.0,Ran Pread,1,157,0738,1,Pread,10.0,8.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0740_01,0,C/24/P,67.0,0,76.0,16.0,0.0,2247.0,1166.0,Dyonevi Sageng,0,24,0740,3,Sageng,10.0,16.0,2339.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0740_02,1,C/24/P,14.0,0,0.0,0.0,0.0,0.0,0.0,Zaurah Sageng,1,24,0740,3,Sageng,10.0,16.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0740_03,0,C/24/P,41.0,0,3594.0,3425.0,0.0,0.0,58.0,Thab Sageng,0,24,0740,3,Sageng,10.0,16.0,7019.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
